Province_State,Country,Last_Update,Confirmed,Deaths,Recovered,Province_State,Lat,Lon
"Benewah, Idaho",US,2020-07-28,42,0,0,"Benewah, Idaho",47.21754179,-116.6586851
"Bennett, South Dakota",US,2020-07-28,5,0,0,"Bennett, South Dakota",43.19486375,-101.6665572
"Bennington, Vermont",US,2020-07-28,82,1,0,"Bennington, Vermont",43.03519828,-73.09048868
"Benson, North Dakota",US,2020-07-28,66,1,0,"Benson, North Dakota",48.0683985,-99.35916363
"Bent, Colorado",US,2020-07-28,5,0,0,"Bent, Colorado",37.95474293,-103.0720195
"Benton, Arkansas",US,2020-07-28,4263,35,0,"Benton, Arkansas",36.33644656,-94.25680817
"Benton, Indiana",US,2020-07-28,56,0,0,"Benton, Indiana",40.60626947,-87.31093999
"Benton, Iowa",US,2020-07-28,117,1,0,"Benton, Iowa",42.08011739,-92.06463573
"Benton, Minnesota",US,2020-07-28,288,3,0,"Benton, Minnesota",45.69804958,-93.99514135
"Benton, Mississippi",US,2020-07-28,91,0,0,"Benton, Mississippi",34.81681228,-89.18945516
"Benton, Missouri",US,2020-07-28,57,1,0,"Benton, Missouri",38.29503305,-93.28756116
"Benton, Oregon",US,2020-07-28,136,6,0,"Benton, Oregon",44.49167306,-123.4316987
"Benton, Tennessee",US,2020-07-28,50,1,0,"Benton, Tennessee",36.07110411,-88.06849355
"Benton, Washington",US,2020-07-28,3203,106,0,"Benton, Washington",46.23946995,-119.51208340000001
"Benzie, Michigan",US,2020-07-28,30,1,0,"Benzie, Michigan",44.63899297,-86.01608482
"Bergen, New Jersey",US,2020-07-28,20280,2045,0,"Bergen, New Jersey",40.96010917,-74.07164325
"Berkeley, South Carolina",US,2020-07-28,3491,54,0,"Berkeley, South Carolina",33.20222596,-79.94654523
"Berkeley, West Virginia",US,2020-07-28,618,10,0,"Berkeley, West Virginia",39.46704621,-78.02414609
"Berks, Pennsylvania",US,2020-07-28,5044,362,0,"Berks, Pennsylvania",40.41570541,-75.92457766
"Berkshire, Massachusetts",US,2020-07-28,645,45,0,"Berkshire, Massachusetts",42.37428441,-73.20524838
"Bernalillo, New Mexico",US,2020-07-28,4466,113,0,"Bernalillo, New Mexico",35.05163625,-106.6703554
"Berrien, Georgia",US,2020-07-28,229,0,0,"Berrien, Georgia",31.27590016,-83.22529920000002
"Berrien, Michigan",US,2020-07-28,1232,63,0,"Berrien, Michigan",41.95447397,-86.41313079999998
"Bertie, North Carolina",US,2020-07-28,215,4,0,"Bertie, North Carolina",36.0688473,-76.96545943
"Bethel, Alaska",US,2020-07-28,18,0,0,"Bethel, Alaska",60.90980451,-159.8561831
"Bexar, Texas",US,2020-07-28,36438,480,0,"Bexar, Texas",29.44928723,-98.52019748
"Bibb, Alabama",US,2020-07-28,327,2,0,"Bibb, Alabama",32.99642064,-87.12511459999996
"Bibb, Georgia",US,2020-07-28,2731,53,0,"Bibb, Georgia",32.80904227,-83.70489165
"Bienville, Louisiana",US,2020-07-28,340,29,0,"Bienville, Louisiana",32.34569994,-93.05398492
"Big Horn, Montana",US,2020-07-28,226,5,0,"Big Horn, Montana",45.42335905,-107.492347
"Big Horn, Wyoming",US,2020-07-28,33,0,0,"Big Horn, Wyoming",44.52405055,-107.9960365
"Big Stone, Minnesota",US,2020-07-28,21,0,0,"Big Stone, Minnesota",45.42712824,-96.41403739
"Billings, North Dakota",US,2020-07-28,1,0,0,"Billings, North Dakota",47.02366884,-103.3762965
"Bingham, Idaho",US,2020-07-28,148,2,0,"Bingham, Idaho",43.21672879999999,-112.3978437
"Black Hawk, Iowa",US,2020-07-28,2868,62,0,"Black Hawk, Iowa",42.4704581,-92.30524729
"Blackford, Indiana",US,2020-07-28,48,2,0,"Blackford, Indiana",40.47388153,-85.32499702
"Bladen, North Carolina",US,2020-07-28,536,5,0,"Bladen, North Carolina",34.61296243,-78.56180059
"Blaine, Idaho",US,2020-07-28,563,6,0,"Blaine, Idaho",43.4085812,-113.9752658
"Blaine, Montana",US,2020-07-28,7,0,0,"Blaine, Montana",48.43175214,-108.9582723
"Blaine, Nebraska",US,2020-07-28,0,0,0,"Blaine, Nebraska",41.91311716,-99.97677845
"Blaine, Oklahoma",US,2020-07-28,29,0,0,"Blaine, Oklahoma",35.87518314,-98.43307003
"Blair, Pennsylvania",US,2020-07-28,176,2,0,"Blair, Pennsylvania",40.47961444,-78.34917412
"Blanco, Texas",US,2020-07-28,85,2,0,"Blanco, Texas",30.26640707,-98.3999852
"Bland, Virginia",US,2020-07-28,7,0,0,"Bland, Virginia",37.13128068,-81.13599391
"Bleckley, Georgia",US,2020-07-28,116,3,0,"Bleckley, Georgia",32.43829035,-83.33035166
"Bledsoe, Tennessee",US,2020-07-28,649,1,0,"Bledsoe, Tennessee",35.59942968,-85.20611967
"Blount, Alabama",US,2020-07-28,601,1,0,"Blount, Alabama",33.98210918,-86.56790593
"Blount, Tennessee",US,2020-07-28,850,7,0,"Blount, Tennessee",35.68938198,-83.92847788
"Blue Earth, Minnesota",US,2020-07-28,774,4,0,"Blue Earth, Minnesota",44.03554215,-94.06699781
"Boise, Idaho",US,2020-07-28,33,0,0,"Boise, Idaho",43.98829931,-115.7309284
"Bolivar, Mississippi",US,2020-07-28,766,25,0,"Bolivar, Mississippi",33.79696941,-90.87372121
"Bollinger, Missouri",US,2020-07-28,50,0,0,"Bollinger, Missouri",37.32449052,-90.02725304
"Bon Homme, South Dakota",US,2020-07-28,13,0,0,"Bon Homme, South Dakota",42.98914167,-97.88592746
"Bond, Illinois",US,2020-07-28,40,2,0,"Bond, Illinois",38.88829622,-89.43534887
"Bonner, Idaho",US,2020-07-28,135,0,0,"Bonner, Idaho",48.29996017,-116.6017932
"Bonneville, Idaho",US,2020-07-28,548,1,0,"Bonneville, Idaho",43.38713372,-111.6161537
"Boone, Arkansas",US,2020-07-28,118,1,0,"Boone, Arkansas",36.3084504,-93.09374925
"Boone, Illinois",US,2020-07-28,695,23,0,"Boone, Illinois",42.32359279,-88.82345779
"Boone, Indiana",US,2020-07-28,584,45,0,"Boone, Indiana",40.0509304,-86.46841646
"Boone, Iowa",US,2020-07-28,218,1,0,"Boone, Iowa",42.03657094,-93.9313999
"Boone, Kentucky",US,2020-07-28,934,24,0,"Boone, Kentucky",38.97065142,-84.72615357
"Boone, Missouri",US,2020-07-28,956,3,0,"Boone, Missouri",38.99186229,-92.30723575
"Boone, Nebraska",US,2020-07-28,7,0,0,"Boone, Nebraska",41.70759415,-98.06737183
"Boone, West Virginia",US,2020-07-28,70,0,0,"Boone, West Virginia",38.01974191,-81.69888019
"Bosque, Texas",US,2020-07-28,103,1,0,"Bosque, Texas",31.89978581,-97.63613524
"Bossier, Louisiana",US,2020-07-28,1894,60,0,"Bossier, Louisiana",32.67932307,-93.60460152
"Botetourt, Virginia",US,2020-07-28,179,4,0,"Botetourt, Virginia",37.55531756,-79.80982182
"Bottineau, North Dakota",US,2020-07-28,9,0,0,"Bottineau, North Dakota",48.79106111,-100.8378166
"Boulder, Colorado",US,2020-07-28,1782,74,0,"Boulder, Colorado",40.09313619,-105.3546767
"Boundary, Idaho",US,2020-07-28,28,0,0,"Boundary, Idaho",48.76684761,-116.4630179
"Bourbon, Kansas",US,2020-07-28,62,1,0,"Bourbon, Kansas",37.85508555,-94.84865997
"Bourbon, Kentucky",US,2020-07-28,64,1,0,"Bourbon, Kentucky",38.2054607,-84.21827874
"Bowie, Texas",US,2020-07-28,681,27,0,"Bowie, Texas",33.44626922,-94.41834132
"Bowman, North Dakota",US,2020-07-28,6,0,0,"Bowman, North Dakota",46.11285362,-103.5203343
"Box Butte, Nebraska",US,2020-07-28,10,0,0,"Box Butte, Nebraska",42.22079243,-103.08788340000001
"Boyd, Kentucky",US,2020-07-28,146,3,0,"Boyd, Kentucky",38.36176608,-82.68652187
"Boyd, Nebraska",US,2020-07-28,1,0,0,"Boyd, Nebraska",42.899727399999996,-98.76486568
"Boyle, Kentucky",US,2020-07-28,108,0,0,"Boyle, Kentucky",37.62680923,-84.8633779
"Bracken, Kentucky",US,2020-07-28,27,0,0,"Bracken, Kentucky",38.69158994,-84.08532444
"Bradford, Florida",US,2020-07-28,236,3,0,"Bradford, Florida",29.95079741,-82.16611613
"Bradford, Pennsylvania",US,2020-07-28,75,3,0,"Bradford, Pennsylvania",41.78869215,-76.51570822
"Bradley, Arkansas",US,2020-07-28,120,2,0,"Bradley, Arkansas",33.46755808,-92.15980837
"Bradley, Tennessee",US,2020-07-28,1492,10,0,"Bradley, Tennessee",35.15739424,-84.857186
"Branch, Michigan",US,2020-07-28,307,2,0,"Branch, Michigan",41.91600556,-85.05929476
